nose_y      ,nose_x      ,l_eye_y     ,l_eye_x     ,r_eye_y     ,r_eye_x     ,l_ear_y     ,l_ear_x     ,r_ear_y     ,r_ear_x     ,l_shldr_y   ,l_shldr_x   ,r_shldr_y   ,r_shldr_x   ,l_elbow_y   ,l_elbow_x   ,r_elbow_y   ,r_elbow_x   ,l_wrist_y   ,l_wrist_x   ,r_wrist_y   ,r_wrist_x   ,l_hip_y     ,l_hip_x     ,r_hip_y     ,r_hip_x     ,l_knee_y    ,l_knee_x    ,r_knee_y    ,r_knee_x    ,l_ankle_y   ,l_ankle_x   ,r_ankle_y   ,r_ankle_x   ,label
-1.252952576,-0.133279681,-1.320957899,-0.075016975,-1.324214816,-0.142447725,-1.320293665,0.144628435,-1.324488401,0.012345793,-0.956793129,0.291324884,-1.016508579,0.034374624,-0.4905518,0.038354218,-0.60324049,-0.141012937,-0.654736519,-0.174672931,-0.666072965,-0.258417726,0.010841781,0.117967121,-0.010841781,-0.117967121,0.583759785,0.121049903,0.496500283,-0.044335097,1.148853183,0.128200606,0.975395679,-0.009560659,Berdiri
-1.251513839,-0.130232409,-1.311581969,-0.068119161,-1.316990614,-0.134907857,-1.30195117,0.151137263,-1.309215307,0.010846815,-0.961032391,0.311492145,-1.008776665,0.034703374,-0.482477278,0.06318152,-0.620397806,-0.16119422,-0.634802341,-0.160999909,-0.636034966,-0.224873453,0.008706144,0.118311822,-0.008706144,-0.118311822,0.582376957,0.127976581,0.496933728,-0.039428022,1.138352633,0.135122776,0.966173112,-0.001481897,Berdiri
-1.276706338,-0.135231003,-1.334599972,-0.071412526,-1.340149522,-0.137893528,-1.312455773,0.153760687,-1.322659612,0.012463393,-0.952335358,0.309203058,-1.017850757,0.034842059,-0.483972728,0.057659045,-0.647216439,-0.175523043,-0.624771476,-0.1529921,-0.643146396,-0.210121632,0.01031131,0.11602173,-0.01031131,-0.116021454,0.588055909,0.132438302,0.50203371,-0.038053185,1.145371079,0.139542624,1.00095737,0.026965555,Berdiri
-1.265483379,-0.141551331,-1.323265553,-0.07882484,-1.328052044,-0.14757207,-1.307694793,0.144425765,-1.313597798,-0.008519205,-0.967215061,0.312351465,-1.004833341,0.020852894,-0.477808505,0.067708664,-0.612277687,-0.167744547,-0.620614886,-0.147624671,-0.615135431,-0.216031551,0.008021906,0.124462828,-0.008021628,-0.124462828,0.593428195,0.126148134,0.516681314,-0.046844639,1.159546971,0.133306801,0.989946783,-0.00329826,Berdiri
-1.259860277,-0.146941826,-1.320675254,-0.084827021,-1.324627519,-0.153932258,-1.310345769,0.141074523,-1.314995646,-0.012266382,-0.964538574,0.30505532,-1.007832885,0.026231369,-0.479977518,0.058791932,-0.622111142,-0.174570844,-0.608392537,-0.156301558,-0.611756921,-0.226161584,0.005600863,0.123417482,-0.005601141,-0.123417482,0.598206997,0.128638864,0.508864105,-0.044980351,1.168521404,0.132582605,0.998518229,-0.002620436,Berdiri
-1.245400786,-0.140304506,-1.306787252,-0.078986831,-1.317720294,-0.147828564,-1.306704879,0.144508645,-1.311914206,0.003193334,-0.952370346,0.289345801,-1.017576814,0.056063961,-0.471327662,0.060542334,-0.635033131,-0.159113541,-0.609397531,-0.164898559,-0.615711331,-0.217729017,0.010263102,0.114099935,-0.010263102,-0.114100218,0.590356946,0.136090398,0.4957771,-0.03805935,1.155703425,0.139721408,0.983395815,0.003171728,Berdiri
-1.262443066,-0.139087901,-1.325327277,-0.076938339,-1.335896254,-0.144105226,-1.325315714,0.147459552,-1.329246998,0.011321451,-0.945645571,0.266770244,-1.02761066,0.059204478,-0.476754427,0.067328751,-0.638901114,-0.14633736,-0.635125101,-0.16527836,-0.634642839,-0.219454408,0.012460842,0.107756868,-0.012461119,-0.107756868,0.590451479,0.142876163,0.492211998,-0.033377998,1.141875744,0.142843962,0.969029725,0.004431244,Berdiri
-1.28028965,-0.134411693,-1.342737675,-0.072920129,-1.354173779,-0.138268784,-1.339596391,0.148849949,-1.343113661,0.015940167,-0.941356003,0.283347994,-1.027896404,0.066000901,-0.488500148,0.065318935,-0.648971915,-0.146354541,-0.630923867,-0.154447034,-0.641840398,-0.178371444,0.013147518,0.110701233,-0.013147799,-0.110701233,0.590759516,0.149749517,0.490346134,-0.02758971,1.148413539,0.151956946,0.970241785,0.01104553,Berdiri
-1.279747844,-0.139160842,-1.343599558,-0.078672007,-1.353654981,-0.142152309,-1.3291924,0.127217203,-1.342501044,0.020891327,-0.936644971,0.275049478,-1.032070041,0.077316232,-0.477297992,0.074289642,-0.638468444,-0.139538854,-0.637469053,-0.163629055,-0.652635455,-0.186788991,0.016631221,0.106082492,-0.016631221,-0.106082775,0.601650178,0.146189824,0.498296678,-0.028679412,1.155536294,0.150852948,0.971985757,0.010110937,Berdiri
-1.272447586,-0.128623232,-1.324590564,-0.074879915,-1.335838437,-0.137312457,-1.313671589,0.12872012,-1.327601552,0.020837316,-0.944891453,0.279183447,-1.024334788,0.070314176,-0.480002552,0.057092249,-0.644486785,-0.143179119,-0.632782876,-0.155618429,-0.649048924,-0.186970055,0.017695492,0.107528284,-0.017695492,-0.107528284,0.591761231,0.149832562,0.488323927,-0.026497429,1.13196063,0.152602091,0.959893227,0.01443429,Berdiri
-1.253567696,-0.139465332,-1.308825135,-0.088091247,-1.313149095,-0.150715515,-1.305054426,0.116974086,-1.321467042,-0.021232145,-0.960829854,0.289806426,-1.010130286,0.049775638,-0.503486633,0.050742052,-0.656883538,-0.198487908,-0.590034366,-0.12331681,-0.621253192,-0.178658441,0.012465653,0.113171376,-0.012465653,-0.113171376,0.587443292,0.140855864,0.483040333,-0.035887972,1.129648447,0.139824286,0.95719105,0.004255541,Berdiri
-1.241787195,-0.136657745,-1.295563579,-0.084195673,-1.299961567,-0.14812386,-1.293043852,0.121597275,-1.305809498,-0.008602058,-0.965925276,0.316899568,-1.001664042,0.041698236,-0.499434948,0.068712957,-0.641483366,-0.193456247,-0.580473602,-0.106637843,-0.584680736,-0.169263035,0.01182577,0.120443359,-0.011826045,-0.120443083,0.587593973,0.141697302,0.488654912,-0.035890229,1.130686641,0.142347425,0.959811151,0.008923276,Berdiri
-1.24735415,-0.132519692,-1.299348712,-0.07788308,-1.303679466,-0.145248085,-1.308600783,0.138874099,-1.308652759,-0.012513595,-0.965308249,0.319818825,-1.001985908,0.040394962,-0.481854469,0.118481807,-0.640616238,-0.186494812,-0.580620944,-0.103376545,-0.588920414,-0.173222378,0.010539854,0.121402994,-0.010539578,-0.121402718,0.585387051,0.143010184,0.490191728,-0.034092665,1.139002919,0.143754959,0.996305168,0.034363993,Berdiri
-1.260285258,-0.133476764,-1.313097715,-0.08196491,-1.320619345,-0.146605,-1.320275545,0.135295242,-1.319540381,-0.010397881,-0.955136955,0.326222688,-1.01107347,0.039860345,-0.482152939,0.133451253,-0.655728936,-0.201002419,-0.577373028,-0.092530198,-0.589436412,-0.166241661,0.011119898,0.122023702,-0.011119622,-0.122023426,0.577504694,0.142367139,0.491161376,-0.037727002,1.142755628,0.142626837,0.968642414,0.006633691,Berdiri
-1.273406863,-0.124068081,-1.324694037,-0.068976969,-1.332328916,-0.137687415,-1.333464265,0.151966348,-1.330822945,0.005046659,-0.942282379,0.30981636,-1.022281289,0.065003112,-0.446094304,0.139149666,-0.641860187,-0.147769555,-0.623682559,-0.144484922,-0.635244548,-0.181388333,0.013857359,0.117223911,-0.013857359,-0.117223911,0.590430915,0.147193193,0.493485242,-0.030503456,1.152952671,0.152070552,0.972823977,0.011221441,Berdiri
-1.274662852,-0.128671885,-1.32557714,-0.073904693,-1.335016131,-0.14086622,-1.321071982,0.131321117,-1.334318399,0.009096853,-0.936328053,0.301376134,-1.029039621,0.069205031,-0.441707373,0.139391631,-0.608854294,-0.109454088,-0.626450658,-0.151518255,-0.645244837,-0.190959781,0.017282652,0.109916605,-0.01728237,-0.109916605,0.611918807,0.14496626,0.512126744,-0.026716394,1.164965034,0.152192309,0.98577565,0.012089965,Berdiri
-1.271653652,-0.139559031,-1.322288394,-0.086470567,-1.33300519,-0.149726346,-1.320206642,0.118451759,-1.335324526,0.018890627,-0.935873508,0.264240682,-1.032239437,0.091471389,-0.44939059,0.093330674,-0.605770826,-0.106525064,-0.636696458,-0.18162863,-0.660891235,-0.210397482,0.020699542,0.099195659,-0.020699821,-0.099195659,0.615110636,0.14163129,0.517901838,-0.038651008,1.168525338,0.144279733,0.989310384,0.001344933,Berdiri
-1.275305867,-0.145427451,-1.327232122,-0.093073167,-1.339105964,-0.153510705,-1.321191907,0.111109778,-1.338160634,0.016551862,-0.925939023,0.290268898,-1.038197756,0.086779833,-0.458313227,0.097472072,-0.618868709,-0.11233072,-0.639153838,-0.183988377,-0.684789181,-0.190579057,0.014970703,0.100238405,-0.014970982,-0.100238681,0.609331727,0.13634041,0.513625801,-0.043323684,1.15726912,0.141128585,0.974052012,-0.00257574,Berdiri
-1.271960855,-0.145722613,-1.324051499,-0.09413147,-1.337106466,-0.153626248,-1.317080498,0.109553844,-1.33283186,0.018376326,-0.923676014,0.278923362,-1.040097713,0.100013763,-0.447090596,0.099766068,-0.63274771,-0.111051418,-0.63517487,-0.177030191,-0.686394155,-0.188285753,0.020847136,0.094767399,-0.020847136,-0.094767399,0.607941151,0.137869626,0.508332014,-0.040629748,1.14560926,0.141858041,0.965930939,-0.001309156,Berdiri
-1.26788497,-0.150600269,-1.328590989,-0.102287449,-1.334448457,-0.160057798,-1.314510465,0.107699998,-1.329141617,0.013684572,-0.921297491,0.284239113,-1.041589022,0.099265702,-0.43975845,0.101444051,-0.626634181,-0.130567744,-0.633105934,-0.179821551,-0.685507774,-0.192385316,0.019405482,0.094463192,-0.019405482,-0.094463192,0.614111423,0.136695996,0.506696641,-0.040199999,1.154397488,0.13994275,0.975718498,-0.001820632,Berdiri
-1.266325593,-0.147016749,-1.325067759,-0.096877962,-1.332052469,-0.154726073,-1.310169816,0.115485571,-1.325504422,0.0197476,-0.922996521,0.266152173,-1.041392207,0.109582774,-0.431538552,0.101017967,-0.612364769,-0.097830966,-0.631136239,-0.184011549,-0.66355592,-0.199646175,0.020189829,0.096408978,-0.020189829,-0.096409261,0.607435346,0.141464218,0.510725975,-0.039316859,1.154942155,0.145192385,0.978364587,0.000750702,Berdiri
-1.263852358,-0.145544142,-1.320431352,-0.09335947,-1.329432726,-0.154808298,-1.310929656,0.11381495,-1.324406862,0.019329226,-0.924191117,0.273748875,-1.03904593,0.107957684,-0.437860548,0.115123212,-0.614071369,-0.093938045,-0.627173483,-0.177932069,-0.659078538,-0.195661381,0.018268367,0.101225466,-0.018268645,-0.101225741,0.606697679,0.137377322,0.509182155,-0.035659548,1.15203476,0.145521611,0.979103923,0.004250671,Berdiri
-1.268603444,-0.137799904,-1.321317911,-0.08467032,-1.332557321,-0.148097426,-1.316488743,0.12169636,-1.33058393,0.021584924,-0.918151319,0.295126349,-1.040029168,0.111726269,-0.433459938,0.112452514,-0.60973835,-0.084021881,-0.627488375,-0.177676618,-0.678506792,-0.17884028,0.017915653,0.101163715,-0.017915374,-0.101163998,0.619258165,0.144429833,0.522343338,-0.034388337,1.163950443,0.147421002,0.99371618,0.006643367,Berdiri
-1.276243448,-0.135167733,-1.327393651,-0.082932822,-1.338552713,-0.146117926,-1.322232485,0.121521398,-1.334839821,0.02174004,-0.921451032,0.288450599,-1.038530946,0.109632328,-0.433328032,0.104982078,-0.614215612,-0.087644018,-0.631956697,-0.177907497,-0.666660309,-0.202282161,0.019310718,0.098285012,-0.019311,-0.098284729,0.620186687,0.136356264,0.522533,-0.03472048,1.16744709,0.14522849,0.994383931,0.005707922,Berdiri
-1.275213361,-0.13470076,-1.325650096,-0.079951003,-1.337288737,-0.144163772,-1.318826675,0.12591742,-1.334440947,0.024879968,-0.923734367,0.285437733,-1.037927985,0.104280613,-0.429861784,0.090940312,-0.609045386,-0.087655827,-0.634528577,-0.184998423,-0.682535946,-0.184598148,0.0205105,0.098309241,-0.0205105,-0.098309517,0.628275275,0.143316582,0.529887021,-0.035903566,1.17661047,0.146040022,1.000766397,0.004795593,Berdiri
-1.258896708,-0.134323031,-1.321765304,-0.072055429,-1.333635092,-0.139881581,-1.323041677,0.149046138,-1.331683874,0.02912,-0.919127047,0.292330682,-1.041206002,0.104020476,-0.428640723,0.104845971,-0.611558437,-0.082324862,-0.628684819,-0.179029509,-0.677049756,-0.181627154,0.020413199,0.098753087,-0.020413199,-0.098753087,0.626680672,0.145633653,0.529638052,-0.039317623,1.176176786,0.148880377,1.000912905,0.006677149,Berdiri
-1.257178426,-0.132335082,-1.321280479,-0.06948889,-1.332525015,-0.135218188,-1.321798682,0.153801888,-1.330188751,0.03575597,-0.921626389,0.273584336,-1.041776896,0.107266799,-0.436112285,0.108424492,-0.614174902,-0.081902288,-0.637409925,-0.175810024,-0.681847513,-0.177801669,0.020784864,0.097101264,-0.020784587,-0.097101539,0.618640602,0.137152597,0.515004158,-0.030677788,1.158387065,0.151025757,0.978126943,0.010779118,Berdiri
-1.259573102,-0.127927259,-1.32247591,-0.064213894,-1.33463335,-0.131343111,-1.323146701,0.161132708,-1.33424139,0.035783105,-0.923121035,0.286476761,-1.038998723,0.100933634,-0.433238059,0.109066717,-0.603337586,-0.076650113,-0.64039278,-0.177068442,-0.662751138,-0.198789373,0.020962754,0.102549545,-0.020962754,-0.102549545,0.623977721,0.139867693,0.525732458,-0.028782692,1.16222024,0.152525038,0.986131132,0.012263896,Berdiri
-1.264011145,-0.127383992,-1.325521946,-0.063168615,-1.337589264,-0.132097751,-1.324928045,0.162617773,-1.337108135,0.031465244,-0.923015416,0.295925528,-1.039028883,0.091866352,-0.430798382,0.116612382,-0.59871614,-0.081261344,-0.631713927,-0.169958249,-0.653749406,-0.196626991,0.020234769,0.105676971,-0.020234769,-0.105676688,0.622819006,0.149405986,0.526031911,-0.032069962,1.171364307,0.152760819,0.996099353,0.009832836,Berdiri
-1.266223431,-0.127085611,-1.32672596,-0.061909143,-1.336459875,-0.131114438,-1.321025848,0.164241299,-1.333823323,0.029298633,-0.919506967,0.298635393,-1.042340994,0.090147898,-0.427027136,0.115496717,-0.599467278,-0.079426408,-0.627302051,-0.17416963,-0.649964869,-0.198353782,0.020827176,0.105806522,-0.020827176,-0.105806239,0.624622762,0.148134395,0.529343903,-0.035559844,1.17153573,0.151765108,0.992200971,0.009122571,Berdiri
-1.268143177,-0.128491923,-1.324107885,-0.060504358,-1.338014603,-0.131884784,-1.31903863,0.162816122,-1.334675312,0.030591128,-0.918155551,0.286983043,-1.045167804,0.094280578,-0.421235859,0.10607142,-0.602090597,-0.071204573,-0.625248373,-0.179837227,-0.654781938,-0.198999286,0.022113893,0.100972764,-0.022113893,-0.100972481,0.624098659,0.144301996,0.526192009,-0.040051192,1.172131777,0.150720626,0.993718445,0.006058808,Berdiri
-1.275758266,-0.134353355,-1.333080888,-0.06633047,-1.345397234,-0.13566725,-1.320197344,0.159061819,-1.337030292,0.03117764,-0.916190088,0.278217703,-1.049123406,0.092651077,-0.424227923,0.106256388,-0.609258294,-0.07628984,-0.626852334,-0.187172592,-0.672437549,-0.184442565,0.023122776,0.098424308,-0.023122776,-0.098424308,0.629712999,0.140791565,0.526501536,-0.04292576,1.182426691,0.148175254,1.003300905,0.001353321,Berdiri
-1.270390272,-0.127563223,-1.32751596,-0.061246496,-1.339734435,-0.129087657,-1.315662384,0.161774248,-1.331742406,0.036272157,-0.917148948,0.281925797,-1.047016501,0.094975896,-0.427009165,0.109398499,-0.609949172,-0.072337985,-0.63348943,-0.179398388,-0.680291772,-0.179709837,0.022469951,0.096344322,-0.022469673,-0.096344598,0.624408484,0.135406181,0.523194969,-0.040923595,1.155087352,0.151183024,0.98280561,0.00860601,Berdiri
-1.265305042,-0.131229758,-1.324704289,-0.069325596,-1.334926128,-0.130815804,-1.311323047,0.156401113,-1.327767134,0.039455116,-0.921340823,0.276515424,-1.043819189,0.095165566,-0.42658928,0.101159908,-0.61294049,-0.072009474,-0.635070443,-0.180622071,-0.683350027,-0.180210054,0.02166705,0.094813012,-0.02166705,-0.094812736,0.614864528,0.145673081,0.521901667,-0.038862541,1.149953246,0.149149999,0.977813363,0.009559749,Berdiri
-1.262333512,-0.129458666,-1.321332455,-0.067803904,-1.331299782,-0.129656211,-1.307815313,0.156709626,-1.324156761,0.039639123,-0.922165811,0.27936852,-1.042679071,0.093974836,-0.428259909,0.094577089,-0.609920561,-0.07442563,-0.638295531,-0.183542982,-0.686812758,-0.18006438,0.021681534,0.095499143,-0.02168126,-0.095499143,0.603498578,0.14423576,0.508347809,-0.040736746,1.13809514,0.148199826,0.964405477,0.009447241,Berdiri
-1.261603475,-0.139148563,-1.321732163,-0.07840535,-1.331421733,-0.13978602,-1.309776545,0.145041615,-1.325995445,0.030583907,-0.926467478,0.266721666,-1.041902661,0.087565586,-0.43112877,0.075337015,-0.607707322,-0.083385766,-0.648123264,-0.199291945,-0.694765508,-0.192494214,0.015814329,0.100974023,-0.015814329,-0.100974023,0.596889317,0.125639603,0.504626751,-0.043669637,1.146909118,0.136110991,0.965752006,0.000175773,Berdiri
-1.259640932,-0.137121588,-1.320158362,-0.076959096,-1.329155684,-0.139696836,-1.311084867,0.148611143,-1.324530125,0.030390553,-0.930295408,0.277779013,-1.036192894,0.086807899,-0.430645406,0.082936391,-0.598074079,-0.088271186,-0.646963179,-0.193830937,-0.664916635,-0.216482595,0.014934731,0.103001818,-0.014934731,-0.103002094,0.594132483,0.127540886,0.50006175,-0.043464247,1.144258499,0.138326392,0.964965343,0.000633715,Berdiri
-1.260716796,-0.139089406,-1.320711851,-0.078945279,-1.329783201,-0.140647277,-1.309262633,0.146413684,-1.323536158,0.031504549,-0.929653585,0.270963907,-1.038013935,0.087204993,-0.432193309,0.076834306,-0.601510584,-0.086354516,-0.648643255,-0.198030308,-0.667559385,-0.215685263,0.016554784,0.103265882,-0.016555058,-0.103265882,0.586513996,0.133850887,0.488567173,-0.04480955,1.136170864,0.136991307,0.955897987,-0.001294212,Berdiri
-1.262186289,-0.139978752,-1.320976853,-0.078575887,-1.33022511,-0.141560063,-1.309617996,0.145234361,-1.324379683,0.028879192,-0.92914921,0.27388072,-1.037836313,0.088014759,-0.43178004,0.073535345,-0.599486828,-0.086453967,-0.651119709,-0.203395799,-0.667587042,-0.216585323,0.017150586,0.101808995,-0.01715086,-0.101809271,0.591247857,0.127241269,0.488582909,-0.043609794,1.133857369,0.135032892,0.953736007,-0.002165782,Berdiri
-1.262853861,-0.142372668,-1.322082758,-0.081155144,-1.330586314,-0.143377796,-1.310989022,0.14337343,-1.324557304,0.026179157,-0.930896819,0.277410299,-1.036437392,0.082584672,-0.436966807,0.073931113,-0.597506046,-0.094711818,-0.655044913,-0.201185286,-0.667914629,-0.217749134,0.015619011,0.104423687,-0.015618739,-0.104423687,0.590385437,0.126280159,0.488268197,-0.045966201,1.123997092,0.132292315,0.945735574,-0.004197764,Berdiri
-1.269098759,-0.144362628,-1.326475739,-0.082447819,-1.334339261,-0.145140857,-1.312531114,0.142735764,-1.325282812,0.022102004,-0.933331549,0.277817041,-1.035020828,0.076567322,-0.437401563,0.076404363,-0.596196949,-0.102561817,-0.650265396,-0.196762979,-0.661853075,-0.217014,0.014365074,0.106331736,-0.014365074,-0.106331736,0.589466214,0.127275556,0.490419894,-0.045929693,1.123844743,0.131366208,0.946462035,-0.004909009,Berdiri
-1.274597406,-0.14210619,-1.330561757,-0.078700706,-1.338436365,-0.142598793,-1.314336777,0.144997925,-1.327365875,0.02170169,-0.930169523,0.27752459,-1.038148999,0.077048041,-0.437287003,0.077295855,-0.602210999,-0.112457059,-0.645883083,-0.196848229,-0.659057677,-0.214389995,0.014455719,0.106036045,-0.014455719,-0.106036045,0.587587059,0.126108944,0.49242121,-0.045492399,1.131139278,0.131928951,0.952067733,-0.004449729,Berdiri
-1.273230195,-0.140435621,-1.329161525,-0.078231342,-1.336535692,-0.141958863,-1.312616467,0.144206896,-1.324725032,0.019435396,-0.931800187,0.281894326,-1.035938263,0.075884163,-0.437518567,0.078218743,-0.603590727,-0.121695697,-0.645077407,-0.195706546,-0.65623343,-0.212910905,0.013421582,0.107507974,-0.013421582,-0.107507974,0.585358381,0.130801201,0.48824057,-0.046902541,1.122088552,0.130974039,0.950202525,-0.005051001,Berdiri
-1.268816829,-0.137802035,-1.325623751,-0.076041102,-1.332635045,-0.140197456,-1.309984088,0.145529971,-1.321519136,0.019034132,-0.931659281,0.282339215,-1.035538435,0.078400716,-0.437780917,0.078432977,-0.611137092,-0.124719426,-0.641834259,-0.194572493,-0.656465769,-0.210654229,0.011888301,0.107922964,-0.011888027,-0.107922964,0.586604536,0.124867626,0.487708509,-0.046289727,1.122701287,0.132708207,0.947540224,-0.004298982,Berdiri
-1.267434835,-0.140357614,-1.323409915,-0.078786783,-1.331171513,-0.143123358,-1.308229566,0.142842233,-1.320610523,0.017404102,-0.930394709,0.277177781,-1.037558198,0.079418302,-0.433501691,0.071966879,-0.605160892,-0.115521446,-0.645064592,-0.20312275,-0.660286725,-0.217337638,0.015056361,0.105008684,-0.015056361,-0.105008416,0.586688995,0.123423874,0.487667978,-0.046537098,1.124765277,0.128359035,0.946735203,-0.007538678,Berdiri
-1.267041564,-0.13752237,-1.323829651,-0.076371789,-1.330986619,-0.141297296,-1.311140418,0.145457044,-1.322040915,0.022123998,-0.931668758,0.27782467,-1.034803152,0.086850934,-0.433062732,0.076500162,-0.599317193,-0.101893514,-0.647184432,-0.202404454,-0.659246087,-0.217900977,0.01938588,0.103264347,-0.019386152,-0.103264078,0.594945192,0.129550561,0.500481606,-0.042140257,1.131836534,0.131836101,0.956630588,-0.003404826,Berdiri
-1.265435934,-0.139949113,-1.323092341,-0.079013132,-1.330280781,-0.14331685,-1.310347795,0.143281534,-1.321128249,0.019477952,-0.933437705,0.280691564,-1.034235239,0.07744725,-0.433855385,0.087226607,-0.597757518,-0.107013077,-0.64297998,-0.194763377,-0.653392255,-0.218223378,0.017628737,0.10356541,-0.017628737,-0.10356541,0.59490639,0.125563011,0.497635692,-0.04562157,1.129440904,0.129860133,0.956679285,-0.007097102,Berdiri
