nose_y      ,nose_x      ,l_eye_y     ,l_eye_x     ,r_eye_y     ,r_eye_x     ,l_ear_y     ,l_ear_x     ,r_ear_y     ,r_ear_x     ,l_shldr_y   ,l_shldr_x   ,r_shldr_y   ,r_shldr_x   ,l_elbow_y   ,l_elbow_x   ,r_elbow_y   ,r_elbow_x   ,l_wrist_y   ,l_wrist_x   ,r_wrist_y   ,r_wrist_x   ,l_hip_y     ,l_hip_x     ,r_hip_y     ,r_hip_x     ,l_knee_y    ,l_knee_x    ,r_knee_y    ,r_knee_x    ,l_ankle_y   ,l_ankle_x   ,r_ankle_y   ,r_ankle_x   ,label       
-1.242569804,-0.180860087,-1.326646209,-0.102207594,-1.326498866,-0.239590019,-1.357691050,0.099504195 ,-1.342708707,-0.227798641,-0.976297796,0.320953935 ,-1.023697019,-0.325420916,-0.459417433,0.504179835 ,-0.536663771,-0.467997372,-0.510284960,0.063479207 ,-0.501133978,-0.288111240,0.010040432 ,0.182748333 ,-0.010040432,-0.182748333,0.552703679 ,0.209865645 ,0.537309110 ,-0.102339894,1.124235868 ,0.230757996 ,1.036814928 ,-0.075619176,Berdiri     
-1.235718489,-0.177640572,-1.321161151,-0.099795803,-1.318407536,-0.237054318,-1.355912924,0.100803055 ,-1.335664630,-0.228485689,-0.978847325,0.321595937 ,-1.021152616,-0.322225660,-0.466643125,0.505023181 ,-0.551446915,-0.462713033,-0.504973829,0.065813124 ,-0.496812791,-0.287782371,0.008103694 ,0.184669644 ,-0.008104027,-0.184669644,0.555667222 ,0.211335748 ,0.543172956 ,-0.101299010,1.127301335 ,0.231972709 ,1.044320226 ,-0.075759217,Berdiri     
-1.237638116,-0.177614018,-1.322949290,-0.097655594,-1.319983006,-0.236032486,-1.358756304,0.101968870 ,-1.337001443,-0.232792169,-0.981903136,0.321142733 ,-1.018097043,-0.320498079,-0.463826716,0.505748749 ,-0.549949169,-0.464965999,-0.475148737,0.095748439 ,-0.490617603,-0.286603689,0.009257811 ,0.185201764 ,-0.009257811,-0.185201764,0.563462615 ,0.213263869 ,0.548057735 ,-0.103456751,1.139770627 ,0.231163979 ,1.046768308 ,-0.075482056,Berdiri     
-1.228151441,-0.172607452,-1.315291166,-0.090602666,-1.312471390,-0.227867112,-1.353283525,0.104213439 ,-1.332739830,-0.230224073,-0.980729401,0.323760211 ,-1.019270182,-0.325266123,-0.462351620,0.502461314 ,-0.541865349,-0.460852414,-0.480812401,0.062028214 ,-0.483183950,-0.285560727,0.007626640 ,0.185932979 ,-0.007626305,-0.185933322,0.577529430 ,0.215438500 ,0.554333508 ,-0.104145147,1.149016857 ,0.230391473 ,1.062990785 ,-0.076748163,Berdiri     
-1.221245408,-0.175139144,-1.308096290,-0.095647544,-1.305609345,-0.230254114,-1.347699881,0.099450596 ,-1.326506495,-0.228715345,-0.979266882,0.320810169 ,-1.020732164,-0.318735301,-0.463989079,0.491516441 ,-0.543746412,-0.463446528,-0.497994542,0.010638284 ,-0.494800776,-0.284531981,0.009572370 ,0.184186995 ,-0.009572702,-0.184186995,0.572324932 ,0.210685194 ,0.549156964 ,-0.104516253,1.129509211 ,0.222915232 ,1.044249296 ,-0.080060482,Berdiri     
-1.237525582,-0.179345593,-1.328041792,-0.097583905,-1.324326396,-0.233672991,-1.371240020,0.112638161 ,-1.340313911,-0.229390562,-0.986971080,0.324894369 ,-1.013027787,-0.322584152,-0.473687023,0.497420847 ,-0.557936430,-0.468728065,-0.506565690,0.012659442 ,-0.505747437,-0.289656878,0.009768082 ,0.183058202 ,-0.009768414,-0.183058530,0.573689580 ,0.209724516 ,0.545102298 ,-0.106178723,1.130417228 ,0.222915143 ,1.042339683 ,-0.081856601,Berdiri     
-1.235769629,-0.178088069,-1.328168035,-0.096170470,-1.322724700,-0.232264370,-1.372328043,0.115458310 ,-1.336668491,-0.225531280,-0.986335576,0.321113467 ,-1.013663650,-0.319489330,-0.478044868,0.498347163 ,-0.562774062,-0.466566622,-0.505270064,0.000771753 ,-0.505836725,-0.294209957,0.010320450 ,0.182133302 ,-0.010320450,-0.182133630,0.561773241 ,0.205173731 ,0.529568970 ,-0.105344571,1.124647975 ,0.221016884 ,1.029196262 ,-0.081036352,Berdiri     
-1.236693263,-0.182496697,-1.327736735,-0.104681112,-1.320937872,-0.239237025,-1.374923110,0.114466332 ,-1.338230610,-0.224490136,-0.984786332,0.323582292 ,-1.015212536,-0.321395308,-0.476675898,0.496993929 ,-0.567117274,-0.470916241,-0.484045863,0.047053605 ,-0.505023420,-0.307216465,0.010170911 ,0.183790192 ,-0.010171243,-0.183789849,0.562556446 ,0.205068767 ,0.532322586 ,-0.106670767,1.131633282 ,0.222639903 ,1.033289433 ,-0.079971626,Berdiri     
-1.224753737,-0.182413369,-1.313966870,-0.107125200,-1.306272984,-0.239000037,-1.360992670,0.111942954 ,-1.320968747,-0.222913697,-0.976213217,0.319472849 ,-1.023774147,-0.312308282,-0.467753470,0.489566922 ,-0.560738564,-0.465855002,-0.479401916,0.050504364 ,-0.500732720,-0.297681272,0.009837191 ,0.181766644 ,-0.009837191,-0.181766316,0.555363417 ,0.202159360 ,0.528069258 ,-0.106878854,1.112846375 ,0.217776671 ,1.023074031 ,-0.082936548,Berdiri     
-1.229263902,-0.185892642,-1.321622491,-0.111372098,-1.310872436,-0.245739505,-1.369531274,0.111577697 ,-1.324684501,-0.233138785,-0.978263140,0.322109461 ,-1.021734595,-0.319170594,-0.466145545,0.493890762 ,-0.558835745,-0.471572340,-0.471746743,0.057404585 ,-0.494786888,-0.307094336,0.008100109 ,0.185264871 ,-0.008100109,-0.185264871,0.568497658 ,0.201674014 ,0.540553987 ,-0.111276768,1.130879760 ,0.220245779 ,1.039170504 ,-0.088678040,Berdiri     
-1.225122213,-0.184086606,-1.317657351,-0.108459406,-1.307574272,-0.241685048,-1.365499973,0.111313418 ,-1.321498752,-0.229720443,-0.976943970,0.318978399 ,-1.023054719,-0.316669315,-0.473854363,0.492351323 ,-0.560990036,-0.469270527,-0.470918506,0.058072075 ,-0.493654042,-0.307195634,0.008595373 ,0.184061199 ,-0.008595373,-0.184060872,0.564266026 ,0.201121569 ,0.532658994 ,-0.111873195,1.121044993 ,0.216437921 ,1.033803701 ,-0.086756438,Berdiri     
-1.230835080,-0.191910565,-1.322561622,-0.119714826,-1.312328219,-0.250544757,-1.368558407,0.109526463 ,-1.326157689,-0.227741912,-0.976244450,0.321128726 ,-1.023753047,-0.317883253,-0.473957300,0.493062943 ,-0.559128702,-0.472066879,-0.467487782,0.059870545 ,-0.492902339,-0.310482472,0.008608848 ,0.185672313 ,-0.008608848,-0.185672656,0.576416671 ,0.204242736 ,0.544930816 ,-0.111048117,1.136353612 ,0.218575746 ,1.048564196 ,-0.086720616,Berdiri     
-1.230950236,-0.189854115,-1.323936343,-0.118629158,-1.311558008,-0.249907091,-1.362865925,0.090389006 ,-1.324184537,-0.230135962,-0.975171387,0.321218580 ,-1.024824381,-0.317067474,-0.474284500,0.493205398 ,-0.561401725,-0.471574366,-0.470295459,0.055699814 ,-0.494212568,-0.304405361,0.008365173 ,0.185765892 ,-0.008365173,-0.185765892,0.580999970 ,0.206841752 ,0.550457239 ,-0.110387139,1.137811065 ,0.223146394 ,1.049654365 ,-0.080435202,Berdiri     
-1.228405595,-0.185757995,-1.320055366,-0.112879410,-1.310052872,-0.244599625,-1.364468217,0.111994497 ,-1.323559761,-0.227089345,-0.976071179,0.322114646 ,-1.023916245,-0.315011472,-0.475933015,0.491329163 ,-0.560084045,-0.464471579,-0.469245762,0.050616149 ,-0.490229726,-0.304813564,0.008828252 ,0.183389053 ,-0.008828252,-0.183389053,0.579070568 ,0.206151128 ,0.542407513 ,-0.109347709,1.130950570 ,0.221584573 ,1.043366551 ,-0.079793110,Berdiri     
-1.240428209,-0.184580684,-1.334359050,-0.107127830,-1.324602008,-0.242568478,-1.381103158,0.115090311 ,-1.338083386,-0.233163312,-0.987579823,0.324616879 ,-1.012420177,-0.325155169,-0.474353373,0.496460676 ,-0.567140579,-0.470976859,-0.481915325,0.049837053 ,-0.501054347,-0.304890394,0.009486715 ,0.184929371 ,-0.009487051,-0.184929371,0.583334506 ,0.207193896 ,0.549067020 ,-0.112477764,1.143587589 ,0.221609384 ,1.052295446 ,-0.086104967,Berdiri     
-1.240360737,-0.183360830,-1.334615827,-0.104286611,-1.325466871,-0.240121558,-1.380986214,0.116944402 ,-1.338505864,-0.231879681,-0.987492979,0.327970803 ,-1.012503862,-0.324430197,-0.473947167,0.496035784 ,-0.569455266,-0.472626299,-0.482109904,0.052598946 ,-0.505247116,-0.303318769,0.008902741 ,0.185103059 ,-0.008903077,-0.185102731,0.587720394 ,0.209426016 ,0.552832484 ,-0.110676683,1.146774173 ,0.223927885 ,1.059180498 ,-0.087195769,Berdiri     
-1.236460328,-0.180473819,-1.328459144,-0.100490093,-1.320985198,-0.236072421,-1.373554707,0.116314650 ,-1.335020065,-0.228670746,-0.988664389,0.324162126 ,-1.011328816,-0.319000781,-0.476299256,0.491333693 ,-0.569619775,-0.463242739,-0.504352629,0.001371725 ,-0.514231205,-0.302647799,0.009890389 ,0.182935610 ,-0.009890389,-0.182935610,0.579926550 ,0.209177628 ,0.542455971 ,-0.108806908,1.128153682 ,0.222725943 ,1.044533968 ,-0.083248593,Berdiri     
-1.234773397,-0.174295470,-1.323379278,-0.093754068,-1.317357421,-0.230092719,-1.370316863,0.115873985 ,-1.336239696,-0.229288384,-0.987407207,0.322552472 ,-1.012585998,-0.317295015,-0.473863989,0.493310928 ,-0.566484392,-0.461510360,-0.491677791,0.058753137 ,-0.514223993,-0.293969601,0.010628682 ,0.182554379 ,-0.010629014,-0.182554051,0.574524283 ,0.209627047 ,0.542330503 ,-0.104150899,1.125873446 ,0.225030527 ,1.040974736 ,-0.081231974,Berdiri     
-1.214623928,-0.169628069,-1.301411986,-0.091707334,-1.296352386,-0.225959450,-1.340324879,0.103629887 ,-1.315344453,-0.222375035,-0.975390851,0.317210913 ,-1.024585009,-0.307411611,-0.467269957,0.488031179 ,-0.556596994,-0.455571741,-0.495483756,0.017038206 ,-0.508959770,-0.286156386,0.010759491 ,0.180389524 ,-0.010759491,-0.180389524,0.557647169 ,0.207701251 ,0.531826437 ,-0.101045884,1.112974405 ,0.223030195 ,1.026527047 ,-0.076196097,Berdiri     
